status,failure,completed_windows,wall_seconds,simulation_seconds,sampled_peak_process_rss_bytes,body_metrics,total_food,total_collision_substeps,total_motor_energy_demand,remaining_food,physical_energy_debit,physical_energy_debit_status,family,condition,environment_seed,controller,allocation,windows,protocol_sha256,trajectory,trajectory_sha256
completed,,75,10.14186004101066,1.5,457539584,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3768237112465005,""final_simulated_energy"":0.36465496188444146,""food"":0.07571615494751886,""inference_mean_ms"":127.46893826755695,""inference_wall_seconds"":9.560170370066771,""motor_energy_demand"":0.023203115589317338,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.07571615494751886,0,0.023203115589317338,0.6242838450524824,0.0,not_applicable,stress,clean,190011,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190011.npz,7a467068105cd55fc1c137c9650cc564412f695d94361dd23b84082845b37c70
completed,,75,8.601518750016112,1.5,460390400,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3363294469539484,""final_simulated_energy"":0.36213347367182014,""food"":0.06878485280845456,""inference_mean_ms"":108.22821778710932,""inference_wall_seconds"":8.117116334033199,""motor_energy_demand"":0.022258952732406297,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.06878485280845456,0,0.022258952732406297,0.6312151471915468,0.0,not_applicable,stress,clean,190012,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190012.npz,3ae1de5e1608708ccca617911aab4e76c6e5c973fa18d4f53b496b49eabf58e7
completed,,75,6.445050583977718,1.5,460390400,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3832970976705696,""final_simulated_energy"":0.3766542411415774,""food"":0.09935811542153199,""inference_mean_ms"":81.52545554873844,""inference_wall_seconds"":6.114409166155383,""motor_energy_demand"":0.023024816569187628,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.09935811542153199,0,0.023024816569187628,0.6006418845784698,0.0,not_applicable,stress,clean,190013,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190013.npz,5941fe1cdd31a1935e42cd9efdfc02767691bf8c48c478f45b07bf75f192f998
completed,,75,5.826260749978246,1.5,460390400,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.4014788046743203,""final_simulated_energy"":0.37713659613617356,""food"":0.10097762675424933,""inference_mean_ms"":73.64207219836922,""inference_wall_seconds"":5.523155414877692,""motor_energy_demand"":0.0233522172409496,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.10097762675424933,0,0.0233522172409496,0.5990223732457527,0.0,not_applicable,stress,clean,190014,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190014.npz,1b5cb40b20300a578af06b7551c7448546cd95e9697b39c3980b64894c493927
completed,,75,5.834690749994479,1.5,460390400,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.4222451147081308,""final_simulated_energy"":0.3718785815652371,""food"":0.09114668557215966,""inference_mean_ms"":73.82092782839513,""inference_wall_seconds"":5.536569587129634,""motor_energy_demand"":0.02369476122084162,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.09114668557215966,0,0.02369476122084162,0.6088533144278421,0.0,not_applicable,stress,clean,190015,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190015.npz,76eeefa38c5db7e827c83dd5aa7d248a6d376bb5047102fd636cc63ffa8b38fd
completed,,75,5.719847583997762,1.5,460390400,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3871860481152944,""final_simulated_energy"":0.37965002104631107,""food"":0.10522275436900967,""inference_mean_ms"":72.31994267941143,""inference_wall_seconds"":5.423995700955857,""motor_energy_demand"":0.02296135613819253,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.10522275436900967,0,0.02296135613819253,0.5947772456309923,0.0,not_applicable,stress,clean,190016,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190016.npz,1aca30663d44632b49101965970c7577c0df5d5b4132ff066b2501ada944ca97
completed,,75,6.112969208013965,1.5,460406784,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.227261889498198,""final_simulated_energy"":0.38508820556285184,""food"":0.11114668557215968,""inference_mean_ms"":77.2205883342152,""inference_wall_seconds"":5.791544125066139,""motor_energy_demand"":0.020485137223227166,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.11114668557215968,0,0.020485137223227166,0.5888533144278425,0.0,not_applicable,stress,clean,190017,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190017.npz,d217f931f0e022dfb64bbab103391658e3c633beb24edb06e11045c5f9c20bcb
completed,,75,6.686120625003241,1.5,460406784,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3200792127429761,""final_simulated_energy"":0.3776030127339701,""food"":0.09917933887072283,""inference_mean_ms"":84.5637005478299,""inference_wall_seconds"":6.342277541087242,""motor_energy_demand"":0.021986656701390918,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.09917933887072283,0,0.021986656701390918,0.6008206611292792,0.0,not_applicable,stress,clean,190018,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190018.npz,c5e4ad08961f6608d54187406f4a08f15f3bcafb06d7d6bb3d807f3bde7dde74
completed,,75,5.5984937499742955,1.5,460406784,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3919345541477264,""final_simulated_energy"":0.3788131969980565,""food"":0.10364668557215967,""inference_mean_ms"":70.81721772090532,""inference_wall_seconds"":5.311291329067899,""motor_energy_demand"":0.023010145788022702,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.10364668557215967,0,0.023010145788022702,0.5963533144278423,0.0,not_applicable,stress,clean,190019,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190019.npz,bac0edbc09e9bd1cf81820b376a4d4fcd5ae929d8c2d5e0f9dff08f5a39e25a7
completed,,75,5.628471083007753,1.5,460439552,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3934964588414178,""final_simulated_energy"":0.3779011153581858,""food"":0.1019556733433127,""inference_mean_ms"":71.2173216661904,""inference_wall_seconds"":5.34129912496428,""motor_energy_demand"":0.02307672131346944,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.1019556733433127,0,0.02307672131346944,0.598044326656689,0.0,not_applicable,stress,clean,190020,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190020.npz,6405b13ba4f9546e9ea75d0d363d7a17ce0329040b4638e8ddd688220a322730
completed,,75,5.646160709002288,1.5,460439552,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3908938704626939,""final_simulated_energy"":0.37158391786525347,""food"":0.08971199216928599,""inference_mean_ms"":71.39581657364033,""inference_wall_seconds"":5.354686243023025,""motor_energy_demand"":0.023272078219388686,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.08971199216928599,0,0.023272078219388686,0.6102880078307158,0.0,not_applicable,stress,clean,190021,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190021.npz,45f3de6edc4b26b7117d475be4de6a8a132750312622290e09a78180f2d3993e
completed,,75,5.514554416004103,1.5,460439552,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3392291239398,""final_simulated_energy"":0.3786389018157824,""food"":0.1018972808175543,""inference_mean_ms"":69.73022948096818,""inference_wall_seconds"":5.2297672110726126,""motor_energy_demand"":0.022309738592994215,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.1018972808175543,0,0.022309738592994215,0.5981027191824475,0.0,not_applicable,stress,clean,190022,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190022.npz,a1598abdbf8d3b30b98f3c2f8057516d039e2b74faf1421bf692162b022b0b44
completed,,75,5.780878125020536,1.5,460439552,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.2857138466703768,""final_simulated_energy"":0.38209409716544596,""food"":0.1069556733433127,""inference_mean_ms"":73.07153661502525,""inference_wall_seconds"":5.480365246126894,""motor_energy_demand"":0.021383739506209233,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.1069556733433127,0,0.021383739506209233,0.5930443266566892,0.0,not_applicable,stress,clean,190023,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190023.npz,955aa417737864888aec2d2c8be58fa654eb3feef31f8af6f7d349e911662db8
completed,,75,5.715023208002094,1.5,460455936,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3251180454537348,""final_simulated_energy"":0.37490254673509293,""food"":0.09378485280845458,""inference_mean_ms"":72.23519830731675,""inference_wall_seconds"":5.417639873048756,""motor_energy_demand"":0.021989879669133246,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.09378485280845458,0,0.021989879669133246,0.6062151471915473,0.0,not_applicable,stress,clean,190024,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190024.npz,666e483b7d6916accf452a2f53ecc005158fb9ffa07bc0c3f72b94b3aec13afe
completed,,75,5.435071499989135,1.5,460455936,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.366602534888815,""final_simulated_energy"":0.3629144705227644,""food"":0.07167933887072281,""inference_mean_ms"":68.73834720230661,""inference_wall_seconds"":5.155376040172996,""motor_energy_demand"":0.02292519891259614,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.07167933887072281,0,0.02292519891259614,0.6283206611292786,0.0,not_applicable,stress,clean,190025,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190025.npz,d01d159d94c9d1928dd5b2ee8ed3ec6d26c6478413e85c57e84b31cced6e8c78
completed,,75,5.346485374990152,1.5,460472320,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.433207008685463,""final_simulated_energy"":0.3726853635680034,""food"":0.09281702396010653,""inference_mean_ms"":67.63247509292948,""inference_wall_seconds"":5.072435631969711,""motor_energy_demand"":0.023723148412048915,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.09281702396010653,0,0.023723148412048915,0.6071829760398952,0.0,not_applicable,stress,clean,190026,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190026.npz,e51354708d4406c18a2d18f08799a6a1e2134c486d67c702406eaf75bf49acb7
completed,,75,5.3803185829892755,1.5,460488704,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.2809181882545209,""final_simulated_energy"":0.36416317585434554,""food"":0.07114668557215964,""inference_mean_ms"":68.03399994736537,""inference_wall_seconds"":5.102549996052403,""motor_energy_demand"":0.021410166931733646,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.07114668557215964,0,0.021410166931733646,0.6288533144278416,0.0,not_applicable,stress,clean,190027,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190027.npz,308c2852a1be106c5207f6dd7d44155a6c8f93c0a97d36f53ada150f0d92ecfe
completed,,75,5.353313958010403,1.5,460488704,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.4139175269176394,""final_simulated_energy"":0.37668326256376883,""food"":0.10033148564109808,""inference_mean_ms"":67.71858051923725,""inference_wall_seconds"":5.078893538942793,""motor_energy_demand"":0.02348248025677936,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.10033148564109808,0,0.02348248025677936,0.5996685143589038,0.0,not_applicable,stress,clean,190028,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190028.npz,2a90546e93a1e6a45c67deeb7aba58a7f7f2e9aaf9f6efe9b3a93d1d604db743
completed,,75,5.422353458008729,1.5,460488704,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.3739458405105152,""final_simulated_energy"":0.38140477051638755,""food"":0.10845615761968373,""inference_mean_ms"":68.59135274387275,""inference_wall_seconds"":5.144351455790456,""motor_energy_demand"":0.022823308293453325,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.10845615761968373,0,0.022823308293453325,0.5915438423803181,0.0,not_applicable,stress,clean,190029,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190029.npz,2e66092488364e64ad8dfc24342046e016babd67fc174f3a02bea0f3371f3a87
completed,,75,5.465601500007324,1.5,460505088,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.4104352331521504,""final_simulated_energy"":0.3785382491322813,""food"":0.10387211281651758,""inference_mean_ms"":69.20389221360286,""inference_wall_seconds"":5.190291916020215,""motor_energy_demand"":0.023397807275976065,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.10387211281651758,0,0.023397807275976065,0.5961278871834845,0.0,not_applicable,stress,clean,190030,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--clean--190030.npz,54e91398a8cde628ea73071b2a06cc2b2739a2646ec74bbd39b8c2b9a1dd43cb
completed,,75,6.100811167008942,1.5,460505088,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.4841756055226754,""final_simulated_energy"":0.36018266220803896,""food"":0.06963642732527876,""inference_mean_ms"":77.20473279749663,""inference_wall_seconds"":5.790354959812248,""motor_energy_demand"":0.024635551454600467,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.06963642732527876,0,0.024635551454600467,0.6303635726747221,0.0,not_applicable,stress,visual_noise,190001,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--visual_noise--190001.npz,e7e683d3c6a6715f1cc7aa7fa4e1a3c2fb1cb2a0fc1e656c4c9311b4441d6b0e
completed,,75,5.579231542011257,1.5,460537856,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.4776177831845525,""final_simulated_energy"":0.37148736729854276,""food"":0.09212574991163347,""inference_mean_ms"":70.64653046584378,""inference_wall_seconds"":5.298489784938283,""motor_energy_demand"":0.02457550765727336,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.09212574991163347,0,0.02457550765727336,0.6078742500883682,0.0,not_applicable,stress,visual_noise,190002,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--visual_noise--190002.npz,beb17920e171bf0a2b7bd5492cfa3d9f401f02aa4822858d24d3d19fcd359151
completed,,75,5.6853847919846885,1.5,460554240,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.4804889519071986,""final_simulated_energy"":0.3623529069965772,""food"":0.07389573117246682,""inference_mean_ms"":71.9896888670822,""inference_wall_seconds"":5.399226665031165,""motor_energy_demand"":0.0245949585896554,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.07389573117246682,0,0.0245949585896554,0.6261042688275342,0.0,not_applicable,stress,visual_noise,190003,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--visual_noise--190003.npz,e2342df9efc351f1b3107fbdc1063af5205e8ba79a2799b1c7a6e60bf7e459e9
completed,,75,5.503802083985647,1.5,460570624,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.4841756055226754,""final_simulated_energy"":0.35953998749914245,""food"":0.06824585256371087,""inference_mean_ms"":69.67062947999997,""inference_wall_seconds"":5.225297210999997,""motor_energy_demand"":0.024582938782712945,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.06824585256371087,0,0.024582938782712945,0.631754147436289,0.0,not_applicable,stress,visual_noise,190004,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--visual_noise--190004.npz,f74971bc3d015cf5a587e451d663d7b618a4bd6ed961e010b4c0d29bbfd54b0e
completed,,75,5.422611207992304,1.5,460570624,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.4841756055226754,""final_simulated_energy"":0.37473647937455734,""food"":0.0983394595179544,""inference_mean_ms"":68.66017662764837,""inference_wall_seconds"":5.149513247073628,""motor_energy_demand"":0.024433250384418997,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.0983394595179544,0,0.024433250384418997,0.6016605404820476,0.0,not_applicable,stress,visual_noise,190005,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--visual_noise--190005.npz,dcecc03e31e0de04391540e7826535482f6e876318e98be8fb297d114d767219
completed,,75,5.3919167919957545,1.5,460570624,"[{""baseline_escape_drive"":null,""collision_substeps"":0,""escape_drive_integral"":1.486870624270148,""final_simulated_energy"":0.3647314718041399,""food"":0.07854558491685958,""inference_mean_ms"":68.27086493528138,""inference_wall_seconds"":5.120314870146103,""motor_energy_demand"":0.02454132065428903,""reaction_seconds"":null,""recovery_seconds"":null,""simulation_seconds"":1.5}]",0.07854558491685958,0,0.02454132065428903,0.6214544150831418,0.0,not_applicable,stress,visual_noise,190006,connectome,"[""connectome""]",75,aa4b3cee902019b16faa0c35609e9e3aa006dbc0e2621dfb08ceab6de62fa6fb,stress--connectome--visual_noise--190006.npz,1233d5900027367043c5d8e8c1acf8f596eba915d5ee9c2c541a080bd93b2c0a
